id_nws, gtype_nws, river, local, lat_cnrfc, lon_cnrfc, gelev_ft_cnrfc, rfc_pnt_type,offname_cnrfc
DUPN2, R, Duck Creek                , Patrick Lane                ,36.07778,-115.08333,1880, River Other,
DDFC1, G, Duck Creek Diversion      , Farmington                  ,37.94472,-120.93083,150, River Other,
DKDC1, G, Duck Creek Diversion      , Farmington                  ,37.93833,-120.99028,110, River Other,
DKWN2, G, Duckwater South           , Highway 379                 ,38.82389,-115.57027,5085, River Other, Duckwater So - Hwy 379  
DUJC1, G, Dutch Slough              , Jersey Island               ,38.01361,-121.66666,10, River Other, Dutch Slgh - Jersey Is  
DUBC1, G, Dutchbill Creek           , Bohemian Highway            ,38.45028,-123.00028,123, River Other,
EACC1, G, E Contra Costa Cnty ID PP1, Near Discover Bay           ,37.91778,-121.62611,22, River Other, E CCC ID PP1 - Discovery
EFWC1, G, E Fk Of W Fk Mojave River , Crestline 2N                ,34.27028,-117.29195,3590, River Other,
JSPC1, R, E Fork San Luis Obispo Ck , Jespersen                   ,35.2344,-120.6666,105, River Other, 
EGLN2, G, Eagle Rock Creek          , Stateline                   ,38.95667,-119.92667,6480, River Other,
EVYN2, G, Eagle Valley Creek        , Carson City                 ,39.16556,-119.71778,4620, River Other,
EFDC1, G, Earl Lake                 , Fort Dick                   ,41.84278,-124.18861,10, River Other, Earl Lake - Fort Dick   
ECDN2, R, East C-1                  , Detention Basin             ,36.02472,-114.90611,2500, River Other,
NDCC1, R, East Drain Canal          , Natomas                     ,38.65056,-121.50667,14, River Other,
CEMC1, G, East Fork Carson River    , Markleeville                ,38.71389,-119.76389,5400, River Forecast, EF Carson - Markleeville
GRDN2, G, East Fork Carson River    , Gardnerville                ,38.84722,-119.70278,4988, River Forecast,
EFDN2, G, East Fork Carson River    , Dresslerville               ,38.88,-119.69167,4896, River Other,
LAMC1, G, East Fork Russian River   , Lake Mendocino              ,39.20028,-123.18639,670, Reservoir Reservoir,
CXLC1, G, East Fork Russian River   , Calpella                    ,39.24667,-123.12917,837, River Other,
RREC1, G, East Fork Russian River   , Ukiah                       ,39.1975,-123.18639,614, River Other, EF Russian - Ukiah      
YDMC1, G, East Fork Russian River   , Below Coyote Dam            ,39.1975,-123.18639,640, River Other, EF Russian - Blo Coyote 
PORC1, G, East Fork Russian River   , Potter Valley Diversion     ,39.36667,-123.12639,1440, Special Special,
ELUC1, G, East Little Llagas Creek  , Church                      ,37.075,-121.585,254, River Other,
ETCC1, G, East Twin Creek           , Arrowhead Springs           ,34.17472,-117.26667,1590, River Other,
BPRC1, G, East Walker River         , Bridgeport Reservoir        ,38.32778,-119.21389,6561, Reservoir Reservoir,
EBSN2, G, East Walker River         , Below Sweetwater Ck - Sonoma,38.44083,-119.105,5760, River Other,
EWBC1, G, East Walker River         , Bridgeport                  ,38.32778,-119.21389,6400, River Other,
EWMN2, G, East Walker River         , Mason 6SSE                  ,38.8775,-119.14417,4463, River Other,
EWSN2, G, East Walker River         , Stronsnider Ditch           ,38.81361,-119.04806,4574, River Other,
PEWC1, R, East Washington Creek     , Garfield Drive              ,38.25528,-122.60777,66, River Other,
EBYC1, G, Eastside Bypass           , Below Mariposa Bypass       ,37.205,-120.69859,115, River Other, Eastside Byp - Blo Marip
ELNC1, G, Eastside Bypass           , El Nido                     ,37.13306,-120.56694,90, River Other,
EATC1, R, Eaton Wash                , Eaton Wash Reservoir        ,34.16833,-118.0925,880, Reservoir Reservoir,
ETWC1, R, Eaton Wash                , Loftus                      ,34.07472,-118.05472,261, River Other,
ECLC1, G, Echo Creek                , Echo Lake                   ,38.83111,-120.03694,7420, Reservoir Reservoir,
EDGN2, G, Edgewood Creek            , Stateline                   ,38.96611,-119.93611,6280, River Other,
FTSC1, G, Eel River                 , Fort Seward                 ,40.21806,-123.63167,217, River Forecast,
SCOC1, G, Eel River                 , Scotia                      ,40.49167,-124.09861,36, River Forecast,
FRNC1, G, Eel River                 , Fernbridge                  ,40.61583,-124.20167,4, River Forecast,
PLBC1, G, Eel River                 , Lake Pillsbury              ,39.40833,-122.95834,1910, Reservoir Reservoir,
EDAC1, R, El Camino Storm Drain     , Lawrence Expressway         ,37.36861,-121.99695,65, River Other,
ELAC1, R, El Modena Irvine Channel  , Tustin                      ,33.72,-117.79833,70, River Other,
MRWA3, R, El Rodeo Wash             , Bullhead City               ,35.01417,-114.57944,640, River Other,
ECBC1, G, Elder Creek               , Branscomb                   ,39.72972,-123.64278,1391, River Other, Elder Ck - Branscomb    
EDCC1, G, Elder Creek               , Paskenta                    ,40.02472,-122.50861,718, River Other,
ELDC1, R, Elder Creek               , Base Line                   ,34.12111,-117.15111,1620, River Other,
ERSC1, R, Elder Creek               , Stockton Blvd               ,38.47944,-121.42389,24, River Other,
ECYC1, G, Elderberry Canyon Creek   , Elderberry Forebay          ,34.5725,-118.62306,1570, River Other,
LNRC1, G, Eleanor Creek             , Lake Eleanor                ,37.97417,-119.88,4660, Reservoir Reservoir,
EHHC1, G, Eleanor Creek             , Hetch Hetchy                ,37.96917,-119.88111,4500, River Other, Eleanor Ck - Hetch Htchy
ECCC1, G, Elizabeth Canyon Creek    , Santa Clarita               ,34.57611,-118.55611,1680, River Other,
EAZC1, G, Elkhorn Slough            , Azevedo                     ,36.84583,-121.75389,0, River Other, Elkhorn Slough - Azevedo
EHSC1, G, Elkhorn Slough            , North Marsh                 ,36.83472,-121.73834,5, River Other, Elkhorn Slgh - No Marsh 
ELQC1, G, Elkhorn Slough            , Watsonville                 ,36.81805,-121.73944,11, River Other, Elkhorn Slgh - Watsonvle
EVMC1, G, Elkhorn Slough            , Vierra Mouth                ,36.81111,-121.74583,7, River Other, Elkhorn Slough - Vierra 
ELYC1, R, Ely Basin                 , Number 3                    ,34.035,-117.60972,832, River Other,
EPBC1, G, Ely Percolation Basin #3  , Ontario                     ,34.03556,-117.61,824, River Other,
ERLC1, R, Endora Lift Station       , Roseville                   ,38.78861,-121.30139,122, River Other,
EQDN2, R, Equestrain                , Detention Basin             ,36.02139,-114.93972,2070, River Other,
ECMC1, R, Escondido Creek           , El Camino Del Norte         ,33.04833,-117.22639,50, River Other,
ECRC1, R, Escondido Creek           , Country Club Road           ,33.09972,-117.13028,560, River Other,
EHGC1, R, Escondido Creek           , Harmony Grove Road          ,33.10917,-117.11083,610, River Other,  
EJOC1, R, Escondido Creek           , San Elijo Lagoon            ,33.01083,-117.25667,5, River Other,
ESRC1, G, Estrella River            , Estrella                    ,35.71722,-120.63917,672, River Other,
ECUC1, R, Eticuera Creek            , Lake Berryessa              ,38.69695,-122.28806,475, River Other,
FDBN2, R, F-1                       , Debris Basin                ,36.09722,-115.33889,2920, River Other,
FCHN2, R, F-1 Channel               , S Grand Canyon Drive        ,36.08722,-115.30528,2647, River Other,
FDSN2, R, F-2                       , Debris Basin                ,36.08,-115.32889,2790, River Other,
DBFN2, R, F-4                       , Debris Basin                ,36.04472,-115.29972,2781, River Other,
FAXC1, R, Fairfax Creek             , Fire Station 21             ,37.98583,-122.59111,114, River Other,
FXSC1, R, Fairfax Creek             , Sunnyside                   ,38.00195,-122.61083,233, River Other,
FABC1, G, Fallbrook Creek           , Fallbrook                   ,33.34694,-117.31694,190, River Other,
FACC1, G, Falls Creek               , Whitewater                  ,33.86944,-116.67083,940, River Other,
FHHC1, G, Falls Creek               , Hetch Hetchy                ,37.97083,-119.76333,5350, River Other, Falls Ck - Hetch Hetchy 
FLQC1, G, False River               , Oakley                      ,38.05583,-121.66695,0, River Other, False - Oakley          
GRIC1, G, Feather River             , Gridley                     ,39.36694,-121.64611,92, River Forecast, Feather - Gridley       
YUBC1, G, Feather River             , Yuba City                   ,39.13889,-121.60472,80, River Forecast,
FBLC1, G, Feather River             , Boyds Landing               ,39.045,-121.61111,50, River Forecast,
NCOC1, G, Feather River             , Nicolaus                    ,38.89111,-121.60389,32, River Forecast,
ORDC1, G, Feather River             , Lake Oroville               ,39.53306,-121.51694,900, Reservoir Reservoir,
FLVC1, G, Feather River             , Live Oak                    ,39.24806,-121.63611,65, River Other,
FMSC1, G, Feather River             , Mile 61.6                   ,39.46833,-121.59695,125, River Other, Feather - Mile 61.6     
FICC1, G, Fish Canyon Creek         , Castaic                     ,34.6025,-118.66194,1647, River Other,
FCMC1, G, Fisher Creek              , Monterey Road               ,37.2225,-121.74528,240, River Other,
FMPC1, R, Five Mile Slough          , Pumphouse                   ,38.01389,-121.36916,9, River Other,
FENN2, R, Flamingo Wash             , East of Nellis Boulevard    ,36.14167,-115.05389,1717, River Other,
FWDN2, R, Flamingo Wash             , S Decatur Boulevard         ,36.10222,-115.20806,2250, River Other,
FWEN2, R, Flamingo Wash             , Eastern Avenue              ,36.12306,-115.11917,1960, River Other,
FWMN2, R, Flamingo Wash             , S Mojave Road               ,36.13306,-115.10333,1840, River Other,
FWNN2, G, Flamingo Wash             , Nellis Blvd                 ,36.14222,-115.06528,1730, River Other,
FWSN2, R, Flamingo Wash             , Spencer Street              ,36.11972,-115.12889,1900, River Other, 
TORN2, R, Flamingo Wash             , Torrey Pines                ,36.10278,-115.23417,2335, River Other,
MFDA3, R, Flood Retarding Structure , Fredonia                    ,36.95639,-112.52222,4706, River Other,
FLIC1, R, Florin Creek              , Stockton Blvd               ,38.48945,-121.42555,27, River Other,
FOCC1, G, Fordyce Creek             , Fordyce Lake                ,39.37889,-120.49445,6291, Reservoir Reservoir,
FCEC1, G, Forest Creek              , Wilseyville                 ,38.40333,-120.44583,2950, River Other,
FCWC1, G, Forest Creek              , Wilseyville                 ,38.40333,-120.44639,3065, River Other,
FAPN2, R, Fort Apache               , Detention Basin             ,36.28111,-115.2975,2635, River Other,
FRKN2, G, Franktown Creek           , Carson City                 ,39.20333,-119.87139,7380, River Other,
FVSC1, R, Franz Creek               , Franz Valley School Road    ,38.58361,-122.67167,543, River Other,
MFWA3, R, Frees Wash                , Interstate 40               ,35.1975,-113.8975,4121, River Other,
FCON2, R, Freeway Channel           , West Oakey Boulevard        ,36.15194,-115.165,2050, River Other,
FCSC1, R, French Camp Slough        , Airport Way                 ,37.88167,-121.24917,23, River Other,
FTAC1, G, French Creek              , Etna - Highway 3            ,41.41222,-122.85722,2700, River Other,
HIDC1, G, Fresno River              , Hensley Lake                ,37.10167,-119.88,561, Reservoir Reservoir,
HLPC1, G, Fresno River              , Hensley Lake Pool           ,37.10944,-119.88472,561, Reservoir Reservoir,
HNLC1, G, Fresno River              , Hensley Lake Outflow        ,37.10389,-119.8875,405, River Other, Fresno - Hensley Outflow
HNRC1, G, Fresno River              , Above Hensley Lake          ,37.15056,-119.85611,540, River Other,
NEFC1, G, Fresno River Lewis Fork   , Oakhurst                    ,37.345,-119.63917,2371, River Other,
FKCC1, G, Friant Kern Canal         , Friant                      ,36.99806,-119.70306,550, Special Special,
FLDC1, G, Fullerton Creek           , Fullerton Dam               ,33.89722,-117.88556,261, Reservoir Reservoir,
FCBC1, R, Fullerton Creek           , Beach                       ,33.8625,-117.99806,75, River Other,
FCKC1, G, Fullerton Creek           , Richman Avenue              ,33.8625,-117.93194,136, River Other,
FKKC1, G, Fullerton Creek           , Fullerton Dam               ,33.89583,-117.88528,250, River Other,
FUVC1, R, Fullerton Creek           , Valley View Street          ,33.86389,-118.02972,51, River Other,
GBLC1, G, Gabilan Creek             , Salinas                     ,36.75583,-121.60944,200, River Other,
GCPN2, G, Galena Creek              , Galena State Park           ,39.35444,-119.8575,6320, River Other,
GGGC1, G, Gallinas Creek            , Terra Linda                 ,38.01584,-122.50861,0, River Other, Gallinas Ck - Terra Lnda
GRCC1, G, Garcia River              , Point Arena                 ,38.90333,-123.60778,80, River Other,
GCGC1, R, Garnett Creek             , Greenwood Avenue            ,38.59944,-122.59639,395, River Other,
GPTC1, G, Garrapata Creek           , Abv Hwy 1 Nr Carmel Hghlnds ,36.41611,-121.90916,68, River Other, 
GNRC1, G, General Creek             , Meeks Bay                   ,39.05194,-120.1175,6250, River Other,
GSMC1, G, Georgiana Slough          , Mokelumne River             ,38.12944,-121.58278,18, River Other,
LNLC1, G, Gerle Creek               , Loon Lake                   ,38.98306,-120.32306,6410, Reservoir Reservoir,
GETC1, R, Getty Basin               , Santa Maria                 ,34.93139,-120.46222,194, Reservoir Reservoir,
GEYN2, G, Geyser Creek              , Spring Orfice               ,38.68,-114.66667,6513, River Other,
GBKN2, G, Glenbrook Creek           , Glenbrook                   ,39.0875,-119.93889,6240, River Other,
GLSC1, R, Goleta Slough             , Goleta                      ,34.41722,-119.83139,18, River Other,
GCMC1, G, Golf Creek                , McAbee Road                 ,37.22083,-121.87639,241, River Other,
CGDN2, R, Gowan Central             , Detention Basin             ,36.22556,-115.25361,2330, River Other,
GNCN2, R, Gowan North Channel       , N Durango Drive             ,36.2325,-115.27611,2360, River Other,
GOWN2, R, Gowan Outfall Channel     , Camino Al Norte             ,36.24306,-115.15972,2060, River Other,
GWSN2, R, Gowan South               , Detention Basin             ,36.21667,-115.25222,2340, River Other,
GLEC1, G, Grant Line Canal East     , Near Tracy Blvd             ,37.82026,-121.43486,6, River Other, Grantline Cnl E - Trcy B
GCTC1, G, Grantline Canal           , Tracy Road Bridge           ,37.82,-121.45055,25, River Other, Grantline Cnl - Tracy Rd
GSUN2, G, Grapevine Springs         , Crystal 8ESE                ,36.4575,-116.02639,4458, River Other,
MLMA3, R, Grapevine Wash            , Lake Mead City              ,35.95083,-114.09028,3444, River Other,
GVOC1, G, Grass Valley Creek        , Buckhorn Reservoir          ,40.625,-122.76,2716, Reservoir Reservoir,
GVCC1, G, Grass Valley Creek        , Lewiston                    ,40.68667,-122.86,1676, River Other,
GVVC1, G, Grass Vly Lk Tunnel Outlet, Grass Valley Lake           ,34.26,-117.20444,5150, River Other,
GCCC1, R, Grayson Creek             , Taylor Blvd - City Yard     ,37.96306,-122.06639,23, River Other,
GCBC1, G, Green Creek               , Bridgeport                  ,38.17389,-119.23278,6850, River Other,
GRQC1, G, Green Valley Creek        , Martinelli Road             ,38.47861,-122.90833,74, River Other,
GSKC1, G, Grindstone Creek          , Grindstone Racheria         ,39.67917,-122.53056,630, River Other,
HPPO3, G, Grizzly Creek             , Howard Prairie Lake         ,42.21667,-122.37611,4670, Reservoir Reservoir,
GUAC1, R, Guadalupe Creek           , Guadalupe Reservoir         ,37.19917,-121.87833,627, Reservoir Reservoir,
GOHC1, G, Guadalupe Creek           , Off Hicks Road              ,37.2175,-121.91028,320, River Other,
GPEC1, G, Guadalupe Creek           , Below Guadalupe Reservoir   ,37.19944,-121.88,495, River Other,
GFLC1, G, Guadalupe R Fish Ladder   , Alamitos Fish Ladder        ,37.24722,-121.86972,195, River Other,
GUFC1, G, Guadalupe R Fish Ladder   , Masson Dam                  ,37.23333,-121.89889,255, River Other, Guadalupe - Masson Fish 
GSJC1, G, Guadalupe River           , San Jose - US Highway 101   ,37.37389,-121.93194,16, River Other,
GUDC1, G, Guadalupe River           , San Jose - Almaden Exprwy   ,37.28083,-121.88,150, River Forecast, 
GTDC1, R, Guadalupe River           , Tasman Drive                ,37.40972,-121.96028,11, River Other,
GUBC1, R, Guadalupe River           , Branham Avenue              ,37.26139,-121.87306,173, River Other,
GUGC1, R, Guadalupe River           , Gold Street                 ,37.4225,-121.97611,1, River Other,
GUMC1, R, Guadalupe River           , San Jose - Montague Exprwy  ,37.39556,-121.94083,18, River Other,
GUTC1, R, Guadalupe River           , Trimble Road                ,37.38055,-121.93778,31, River Other,
GTOC1, G, Guejito Creek             , San Pasqual                 ,33.11583,-116.95222,560, River Other,
HAIC1, G, Haines Canyon Debris Basin, Sunland 2SSE                ,34.26056,-118.27722,2160, River Other,
HAVC1, R, Hale Creek                , Magdalena Avenue            ,37.35917,-122.09834,200, River Other,
HNKN2, G, Hanks Creek               , Marys River Ranch Road      ,41.47778,-115.28639,6089, River Other,
HCAN2, G, Hardscrabble Creek        , Above TH Ranch              ,39.9387,-119.6481,4688, River Other,
HCBN2, G, Hardscrabble Creek        , Below TH Ranch              ,39.94361,-119.61778,4158, River Other,
HBHC1, G, Hat Creek                 , Below Hat Ck - Burney 6ESE  ,40.86278,-121.55167,3284, River Other,
HCNC1, G, Hat Creek                 , Old Station 1NNE            ,40.68917,-121.42472,4274, River Other,
HCUC1, G, Hat Creek                 , Hat Creek 11SSE             ,40.68667,-121.42362,4274, River Other, Hat Ck - Hat Creek 11SSE
SHON2, R, Headworks Channel         , South Henderson             ,35.94306,-115.12778,2540, River Other,
HCKN2, G, Henderson Creek           , Below Vinnini Creek         ,39.86889,-116.16695,6433, River Other,
NSWC1, G, Highland Creek            , New Spicer Meadows Reservoir,38.39306,-119.99806,6614, Reservoir Reservoir,
NSWC1, G, Highland Creek            , New Spicer Meadows Reservoir,38.39306,-119.99806,6614, Reservoir Reservoir,
HWMA3, R, Highland Wash             , Laughlin Intl Airport       ,35.17083,-114.56223,596, River Other,
HSDN2, R, Hiko Springs              , Detention Basin             ,35.15528,-114.6325,1011, River Other,
HCCC1, G, Hilton Canyon Creek       , Santa Ynez                  ,34.58222,-119.98167,740, River Other, Hilton Cy Ck - Snta Ynez
HCOC1, R, Hinkle Creek              , Oak Avenue                  ,38.69778,-121.18472,276, River Other,
HDCC1, G, Holland Cut               , Bethel Island               ,38.01639,-121.58195,0, River Other, Holland Cut - Bethel Is 
HMWA3, R, Holy Moses Wash           , State Route 66              ,35.16194,-114.07333,3060, River Other,
HCRC1, R, Hopper Creek              , Highway 29                  ,38.40806,-122.37139,110, River Other,
HPPC1, R, Hopper Creek              , Fillmore                    ,34.40083,-118.82722,188, River Other,
HORN2, R, Horizon Ridge DB          , Near Buckhorn Street        ,36.01584,-115.02417,2242, River Other,
HRSN2, G, Horse Creek               , Horse Canyon                ,40.11556,-116.50333,6273, River Other,
MHBA3, R, Horzion 6                 , Basin #2                    ,34.485,-114.25139,1365, River Other,
HPTC1, G, Hospital Creek            , River Road                  ,37.61055,-121.23084,50, River Other, Hospital Ck - River Rd  
HFCC1, G, Hot Creek                 , Flume Near Mammoth          ,37.66889,-118.8175,6950, River Other, Hot Ck - Flume Nr Mammth
HSCN2, G, Hot Creek                 , Sunnyside 8WSW              ,38.37944,-115.15167,5230, River Other,
HPCO3, G, Howard Prairie Canal      , Keene                       ,42.12889,-122.47722,4500, River Other, Howard Prairie C - Keene
HSAC1, G, Huasna River              , Arroyo Grande               ,35.07778,-120.37083,1000, River Other,
HUIC1, R, Huichica Creek            , RCD Vineyard                ,38.22083,-122.35362,16, River Other,
HREN2, G, Humboldt River            , Elko                        ,40.93611,-115.62361,5142, River Forecast,
PALN2, G, Humboldt River            , Palisade                    ,40.60722,-116.20194,4826, River Forecast,
HBMN2, G, Humboldt River            , Battle Mountain             ,40.66667,-116.93056,4500, River Forecast,
CMSN2, G, Humboldt River            , Comus                       ,40.9925,-117.31667,4360, River Forecast,
HRCN2, G, Humboldt River            , Carlin                      ,40.72778,-116.00833,4932, River Other,
HRDN2, G, Humboldt River            , Old US40 Bridge             ,40.70556,-116.53,4616, River Other,
HRIN2, G, Humboldt River            , Imlay                       ,40.69167,-118.20278,4130, River Other,
HRPN2, G, Humboldt River            , Rye Patch                   ,40.4675,-118.30667,4070, River Other,
HNTN2, G, Hunter Creek              , Reno                        ,39.49028,-119.89861,5070, River Other,
ILLN2, G, Illipah Creek             , Hamilton                    ,39.31861,-115.39417,6840, River Other,
ICTN2, G, Incline Creek             , Tyrol Village               ,39.25889,-119.92222,6920, River Other,
INCN2, G, Incline Creek             , Crystal Bay                 ,39.24028,-119.94389,6247, River Other,
ILAC1, G, Independence Creek        , Independence Lake           ,39.45194,-120.28972,6949, Reservoir Reservoir,
ICRC1, G, Independence Creek        , Independence Lake           ,39.45667,-120.28611,6920, River Other,
ANTC1, G, Indian Creek              , Antelope Lake               ,40.18,-120.60694,4960, Reservoir Reservoir,
ANFC1, G, Indian Creek              , Below Antelope Lake         ,40.17972,-120.60833,4912, River Other,
HAPC1, G, Indian Creek              , Happy Camp                  ,41.83528,-123.38194,1198, River Other,
ICDC1, G, Indian Creek              , Douglas City                ,40.65194,-122.91333,1700, River Other,
ICSC1, G, Indian Creek              , Sunol                       ,37.56111,-121.79694,680, River Other,
IIFC1, G, Indian Creek              , Indian Falls                ,40.05611,-120.96194,3100, River Other,
ISDN2, R, Indian Springs Wash       , Detention Basin             ,36.57111,-115.6825,3200, River Other,
IGRC1, G, Ingram Creek              , Grayson                     ,37.60028,-121.225,25, River Other, Ingram Ck - Grayson     
ISHC1, G, Italian Slough            , Byron                       ,37.84028,-121.60167,5, River Other,
JSRC1, R, J Street Drain            , South Oxnard                ,34.1408,-119.1877,0, River Other,
JKSC1, G, Jackson Creek             , Jackson Lake                ,39.46444,-120.56223,6600, Reservoir Reservoir,
MBTC1, G, Jackson Creek             , Milton Bowman Tunnel Outlet ,39.46028,-120.61028,5625, River Other,
JAMC1, G, James Bypass              , San Joaquin                 ,36.6525,-120.18028,170, River Other,
JMLC1, G, Jamul Creek               , Jamul                       ,32.6375,-116.88333,512, River Other,
JBGN2, G, Jarbidge River            , Jarbridge                   ,41.89056,-115.42778,6050, River Other,
BMKC1, G, Joe Creek                 ," Blue Ledge Mine	           ",41.96306,-123.10555,4035,River Other, Joe Ck - Blue Ledge Mine 
BMJC1, G, Joe Creek                 ," Blue Ledge Mine	           ",41.96306,-123.10555,4035, River Other, Joe Ck - Blue Ledge Mine 
FUEC1, G, Jordan Creek              , Fuller Lake                 ,39.34806,-120.65,5350, River Other,
KCFC1, R, Kasberg Creek             , Fiddyment Road              ,38.78417,-121.35806,85, River Other,
TMDC1, Z, Kaweah River              , Lake Kaweah                 ,36.415,-119.00194,752, Reservoir Reservoir,
KTRC1, G, Kaweah River              , Three Rivers                ,36.44389,-118.90444,833, River Other,
KWRC1, G, Kaweah River              , McKay Point - Lemon Cove    ,36.38778,-119.04862,454, River Other,
KWTC1, G, Kaweah River              , Below Terminus - Lemon Cove ,36.41389,-119.0125,496, River Other, Kaweah - Blo Terminus   
HATO3, G, Keene Creek               , Hyatt Reservoir             ,42.17222,-122.46667,5015, River Other, Keene Ck - Hyatt Rsvr    
PKEC1, R, Kelly Creek               , Sunnyslope Road             ,38.2225,-122.64056,64, River Other,
KCHC1, G, Kelsey Creek              , Yogi Bears Jellystone Camp  ,38.85305,-122.75889,2300, River Other,
KCKC1, G, Kelsey Creek              , Kelseyville                 ,39.00778,-122.83861,1345, River Other,
KCVC1, G, Kelsey Creek              , Kelseville                  ,38.9275,-122.8425,1475, River Other,
ISAC1, G, Kern River                , Lake Isabella               ,35.63333,-118.48333,2515, Reservoir Reservoir,
BPLC1, G, Kern River                , Lake Isabella Auxiliary Dam ,35.64306,-118.46917,2596, Reservoir Reservoir,
ISBC1, G, Kern River                , Below Lake Isabella         ,35.63972,-118.49944,3022, River Other, Kern - Blo Lake Isabella 
KBPC1, G, Kern River                , Below Kern Cyn PH Div Dam   ,35.46028,-118.78028,2100, River Other,
KKVC1, G, Kern River                , Fairview Dam                ,35.94528,-118.47667,3620, River Other,
KRVC1, G, Kern River                , Kernville                   ,35.75444,-118.42333,2637, River Other,
KMBC1, R, Kimball Creek             , Kimball Reservoir           ,38.62861,-122.61278,620, River Other,
KCLN2, G, Kings Canyon Creek        , Carson City                 ,39.15389,-119.80694,5180, River Other,
PFTC1, G, Kings River               , Pine Flat Lake              ,36.83194,-119.32361,615, Reservoir Reservoir,
KRAC1, G, Kings River               , Army Weir                   ,36.38611,-119.78694,230, River Other,
KRCC1, G, Kings River               , Crescent Weir               ,36.38694,-119.87611,215, River Other,
KREC1, G, Kings River               , Trimmer 9ESE                ,36.87444,-119.14195,942, River Other,
MBSC1, G, Kings River               , Meadowbrook                 ,37.1,-118.83333,9612, River Other,
PFQC1, G, Kings River               , Below Pine Flat - Piedra    ,36.83056,-119.33611,560, River Other, Kings - Blo Pine Flat   
KCCN2, G, Kingston Creek            , Cougar Canyon               ,39.2125,-117.1125,6480, River Other,
KSGN2, G, Kiup Springs              , Mountain Springs 16NW       ,36.16333,-115.725,5341, River Other,
SEIC1, G, Klamath River             , Seiad Valley                ,41.85389,-123.23111,1320, River Forecast,
ONSC1, G, Klamath River             , Orleans                     ,41.30361,-123.53333,354, River Forecast, Klamath - Orleans       
KLMC1, G, Klamath River             , Klamath                     ,41.51111,-123.97833,6, River Forecast, Klamath - Klamath       
KLAO3, G, Klamath River             , Upper Klamath Lake          ,42.25,-121.81528,4098, Reservoir Reservoir,
RKYO3, G, Klamath River             , Upper Klamath Lake          ,42.47778,-122.08667,4098, Reservoir Reservoir,
BOYO3, G, Klamath River             , Below JC Boyle Power Plant  ,42.08472,-122.07222,3274, River Other,
IRGC1, G, Klamath River             , Iron Gate                   ,41.92806,-122.44306,2162, River Other,
KEOO3, G, Klamath River             , Keno                        ,42.13333,-121.96111,4020, River Other, Klamath - Keno          
TERC1, G, Klamath River             , Turwar Creek                ,41.51445,-123.99917,6, River Other,
KCDN2, R, Kyle Canyon Wash          , Detention Basin             ,36.30028,-115.33861,3200, River Other,
LGUC1, R, Laguna Canyon Creek       , Laguna                      ,33.55306,-117.77389,67, River Other,
ELGC1, R, Laguna Creek              , Waterman Road               ,38.42278,-121.35333,56, River Other,
ENRC1, R, Laguna Creek              , Eagles Nest Road            ,38.48528,-121.26083,101, River Other,
LCWC1, G, Laguna Creek              , Waterman Road               ,38.42306,-121.3525,50, River Other,
REGC1, R, Laguna Creek              , Laguna                      ,38.45194,-121.45944,18, River Other,
CTIC1, G, Laguna De Santa Rosa      , Cotati - Stony Point Road   ,38.35222,-122.74306,78, River Other,
LSEC1, G, Laguna De Santa Rosa      , Sebastopol                  ,38.42556,-122.82806,50, River Other,
MWCC1, G, Laguna De Santa Rosa      , Graton                      ,38.45278,-122.83417,45, River Other,
LGXC1, R, Laguna Lake Outflow       , Madonna Road                ,35.26,-120.6822,177, River Other,
LNTC1, G, Lagunitas Creek           , Point Reyes Station         ,38.07806,-122.7825,13, River Other,
LTSC1, G, Lagunitas Creek           , Samuel P Taylor State Park  ,38.02694,-122.73528,103, River Other,
LEDC1, G, Lake Eleanor Divrsn Tunnel, Cherry Lake                 ,37.97972,-119.88083,4620, River Other,
THLC1, G, Lake Tahoe                , Tahoe City                  ,39.18083,-120.11833,6219, Reservoir Reservoir,
TAHC1, G, Lake Tahoe Inflow         , Tahoe Basin                 ,39.16778,-120.14278,6230, Reservoir Reservoir,
LCLN2, G, Lamoille Creek            , Lamoille                    ,40.69083,-115.47556,6240, River Other,
LCIC1, R, Lane Channel              , Jamboree Road               ,33.67778,-117.84389,34, River Other,
LCOC1, G, Las Flores Creek          , Oceanside                   ,33.29222,-117.45583,35, River Other,
LFCC1, G, Las Flores Creek          , Las Pulgas Canyon           ,33.31861,-117.43694,110, River Other,
LVLN2, R, Las Vegas Creek           , North Lamb Drive            ,36.18222,-115.08,1780, River Other,
MDBN2, R, Las Vegas Creek           , Meadows Detention Basin     ,36.175,-115.18056,2150, River Other,
KIDN2, G, Las Vegas Wash            , Above Three Kids Wash       ,36.09806,-114.945,1460, River Other, 
LHWN2, G, Las Vegas Wash            , Above Homestead Weir        ,36.09417,-114.955,1495, River Other,
LMBN2, R, Las Vegas Wash            , Lake Mead Boulevard         ,36.19583,-115.09861,1820, River Other,
LVCN2, R, Las Vegas Wash            , East Craig Road             ,36.24,-115.11194,1930, River Other,
LVDN2, G, Las Vegas Wash            , Below Duck Creek Confluence ,36.09139,-114.99917,1580, River Other,
LVMN2, R, Las Vegas Wash            , Las Vegas Marina            ,36.11722,-114.87083,1303, River Other,
LVNN2, R, Las Vegas Wash            , Nellis Boulevard            ,36.155,-115.06167,1735, River Other,
LVON2, G, Las Vegas Wash            , Lake Las Vegas Inlet        ,36.1025,-114.93361,1400, River Other,
